item_id,location_id,item_name,meal_period,item_description,generated_tags,all_tags,loc_name,campus,location,hours,cuisine,loc_description,tags,document
194,8,Hot Chocolate,drink,"Hot Chocolate available  with milk substitutes of oat, skim or whole","dairy,drink,comfort_food","comfort_food, dairy, drink",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Hot Chocolate. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: drink. Hot Chocolate available  with milk substitutes of oat, skim or whole. Item tags: comfort_food, dairy, drink. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
195,8,Hot Tea,drink,"Earl grey, english breakfast, jasmine, tumeric ginger","drink,caffeinated","caffeinated, drink",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Hot Tea. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: drink. Earl grey, english breakfast, jasmine, tumeric ginger. Item tags: caffeinated, drink. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
196,8,Earl Grey Latte,drink,"Earl Grey Latte available Iced or Hot, with milk substitutes of oat, skim,soy, or whole","drink,caffeinated","caffeinated, drink",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Earl Grey Latte. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: drink. Earl Grey Latte available Iced or Hot, with milk substitutes of oat, skim,soy, or whole. Item tags: caffeinated, drink. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
197,8,Chai Latte,drink,"Chai Latte available Iced or Hot, with milk substitutes of oat, skim,soy, or whole","drink,caffeinated","caffeinated, drink",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Chai Latte. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: drink. Chai Latte available Iced or Hot, with milk substitutes of oat, skim,soy, or whole. Item tags: caffeinated, drink. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
198,8,Vietnamese Coffee,drink,"Vietnamese Coffee available Iced or Hot, with milk substitutes of oat, skim,soy, or whole","drink,caffeinated,dairy","caffeinated, dairy, drink",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Vietnamese Coffee. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: drink. Vietnamese Coffee available Iced or Hot, with milk substitutes of oat, skim,soy, or whole. Item tags: caffeinated, dairy, drink. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
199,8,Apple Juice,drink,Apple Juice,"drink,vegetarian,vegan,healthy","drink, healthy, vegan, vegetarian",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Apple Juice. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: drink. Apple Juice. Item tags: drink, healthy, vegan, vegetarian. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
200,8,Carrot Juice,drink,Carrot Juice,"vegetarian,vegan,healthy,drink,quick","drink, healthy, quick, vegan, vegetarian",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Carrot Juice. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: drink. Carrot Juice. Item tags: drink, healthy, quick, vegan, vegetarian. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
201,8,Green Monster,drink,"kale, cucumber, celery, organic baby spinach, green apple","vegetarian,healthy,quick,drink","drink, healthy, quick, vegetarian",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Green Monster. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: drink. kale, cucumber, celery, organic baby spinach, green apple. Item tags: drink, healthy, quick, vegetarian. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
202,8,Orange Juice,drink,Orange Juice,"drink,vegetarian,vegan,healthy,quick,breakfast","breakfast, drink, healthy, quick, vegan, vegetarian",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Orange Juice. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: drink. Orange Juice. Item tags: breakfast, drink, healthy, quick, vegan, vegetarian. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
203,8,Mango Smoothie,drink,"mango, banana, orange juice, mango sorbet","vegan,healthy,drink,quick,snack,breakfast","breakfast, drink, healthy, quick, snack, vegan",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Mango Smoothie. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: drink. mango, banana, orange juice, mango sorbet. Item tags: breakfast, drink, healthy, quick, snack, vegan. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
204,8,Strawberry Smoothie,drink,"strawberries, banana, orange juice, mixed berries, sorbet","vegan,healthy,drink,quick,snack,breakfast","breakfast, drink, healthy, quick, snack, vegan",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Strawberry Smoothie. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: drink. strawberries, banana, orange juice, mixed berries, sorbet. Item tags: breakfast, drink, healthy, quick, snack, vegan. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
205,8,Apple and Brie crepe,"breakfast, dessert, lunch",Apple and Brie Crepe,"dairy,comfort_food,breakfast","breakfast, comfort_food, dairy",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Apple and Brie crepe. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: breakfast, dessert, lunch. Apple and Brie Crepe. Item tags: breakfast, comfort_food, dairy. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
206,8,Cinnamon Sugar crepe,"breakfast, dessert, lunch",Cinnamon Sugar crepe,"dessert,sweet,snack","dessert, snack, sweet",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Cinnamon Sugar crepe. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: breakfast, dessert, lunch. Cinnamon Sugar crepe. Item tags: dessert, snack, sweet. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
207,8,Chicken Pesto Crepe,"breakfast, dessert, lunch","Chicken, arugula, pesto, tomatoes, mozzarella, balsamic glaze","dinner,comfort_food,gluten","comfort_food, dinner, gluten",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Chicken Pesto Crepe. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: breakfast, dessert, lunch. Chicken, arugula, pesto, tomatoes, mozzarella, balsamic glaze. Item tags: comfort_food, dinner, gluten. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
208,8,Chocolate Crepe,"breakfast, dessert, lunch",Chocolate Crepe,"dessert,comfort_food","comfort_food, dessert",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Chocolate Crepe. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: breakfast, dessert, lunch. Chocolate Crepe. Item tags: comfort_food, dessert. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
209,8,Croque Monsieur Crepe,"breakfast, dessert, lunch","Black forest ham, swiss, dijonaise","dairy,comfort_food,lunch,dinner","comfort_food, dairy, dinner, lunch",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Croque Monsieur Crepe. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: breakfast, dessert, lunch. Black forest ham, swiss, dijonaise. Item tags: comfort_food, dairy, dinner, lunch. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
210,8,Egg Florentine,"breakfast, dessert, lunch","egg, swiss cheese, roasted red pepper, organic baby spinach","breakfast,dairy,comfort_food","breakfast, comfort_food, dairy",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Egg Florentine. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: breakfast, dessert, lunch. egg, swiss cheese, roasted red pepper, organic baby spinach. Item tags: breakfast, comfort_food, dairy. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
211,8,French Beef Sandwich,"lunch, dinner","beef, arugula, siwss cheese, caramelized onion, tomato","dinner,lunch,comfort_food","comfort_food, dinner, lunch",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","French Beef Sandwich. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: lunch, dinner. beef, arugula, siwss cheese, caramelized onion, tomato. Item tags: comfort_food, dinner, lunch. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
212,8,Egg n Cheese Croissant,"lunch, dinner",Egg n Cheese Croissant,"breakfast,dairy,comfort_food","breakfast, comfort_food, dairy",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Egg n Cheese Croissant. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: lunch, dinner. Egg n Cheese Croissant. Item tags: breakfast, comfort_food, dairy. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
213,8,Chicken Parmesan Sandwich,"lunch, dinner","Chicken, mozzarella, marinara, basil","dinner,comfort_food,gluten","comfort_food, dinner, gluten",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Chicken Parmesan Sandwich. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: lunch, dinner. Chicken, mozzarella, marinara, basil. Item tags: comfort_food, dinner, gluten. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
214,8,Toscano Sandwich,"lunch, dinner","Mortadella salami, mozzarella cheese, tomato, basil, red wine vinegar","lunch,dinner,comfort_food","comfort_food, dinner, lunch",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Toscano Sandwich. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: lunch, dinner. Mortadella salami, mozzarella cheese, tomato, basil, red wine vinegar. Item tags: comfort_food, dinner, lunch. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
215,8,Crispy Chicken and Pimento Cheese Sandwich,"lunch, dinner","Chicken tenders, pimento cheese, pickles, arugula, garlic","comfort_food,lunch,dinner,fried","comfort_food, dinner, fried, lunch",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Crispy Chicken and Pimento Cheese Sandwich. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: lunch, dinner. Chicken tenders, pimento cheese, pickles, arugula, garlic. Item tags: comfort_food, dinner, fried, lunch. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
216,8,Egg bites,"breakfast, snack","Egg bites with bacon, swiss and arugula","breakfast,dairy,comfort_food","breakfast, comfort_food, dairy",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Egg bites. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: breakfast, snack. Egg bites with bacon, swiss and arugula. Item tags: breakfast, comfort_food, dairy. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
217,8,Egg & Cheese bagel,"breakfast, lunch",Egg  and cheese bagel,"breakfast,dairy,comfort_food","breakfast, comfort_food, dairy",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Egg & Cheese bagel. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: breakfast, lunch. Egg  and cheese bagel. Item tags: breakfast, comfort_food, dairy. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
218,8,"Bacon, Egg, and Cheese Croissant","breakfast, lunch","Bacon, Egg, and Cheese Croissant","breakfast,dairy,comfort_food","breakfast, comfort_food, dairy",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Bacon, Egg, and Cheese Croissant. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: breakfast, lunch. Bacon, Egg, and Cheese Croissant. Item tags: breakfast, comfort_food, dairy. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
219,8,Chocolate Chip Scone,"breakfast, snack, dessert",Chocolate Chip Scone,"breakfast,dessert,comfort_food","breakfast, comfort_food, dessert",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Chocolate Chip Scone. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: breakfast, snack, dessert. Chocolate Chip Scone. Item tags: breakfast, comfort_food, dessert. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
220,8,Muffin,"breakfast, snack, dessert","Blueberry, chocolate chip, coffee cake, or pumpkin muffin","breakfast,comfort_food","breakfast, comfort_food",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Muffin. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: breakfast, snack, dessert. Blueberry, chocolate chip, coffee cake, or pumpkin muffin. Item tags: breakfast, comfort_food. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
221,8,Crumb Cake,"breakfast, snack, dessert",Crumb Cake,"breakfast,dessert,comfort_food","breakfast, comfort_food, dessert",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Crumb Cake. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: breakfast, snack, dessert. Crumb Cake. Item tags: breakfast, comfort_food, dessert. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
222,8,Broccoli Quiche Slice,"breakfast, snack",Broccoli Quiche Slice,"vegetarian,comfort_food,breakfast,lunch,dinner,healthy","breakfast, comfort_food, dinner, healthy, lunch, vegetarian",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Broccoli Quiche Slice. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: breakfast, snack. Broccoli Quiche Slice. Item tags: breakfast, comfort_food, dinner, healthy, lunch, vegetarian. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
223,8,Pumpkin Sweet Bread,"breakfast, snack, dessert",Pumpkin Sweet Bread,"breakfast,comfort_food","breakfast, comfort_food",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Pumpkin Sweet Bread. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: breakfast, snack, dessert. Pumpkin Sweet Bread. Item tags: breakfast, comfort_food. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
224,8,Quiche Lorraine Slice,"breakfast, snack",Quiche Lorraine Slice,"breakfast,dinner,comfort_food","breakfast, comfort_food, dinner",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Quiche Lorraine Slice. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: breakfast, snack. Quiche Lorraine Slice. Item tags: breakfast, comfort_food, dinner. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
225,8,Blueberry Scone,"breakfast, snack, dessert",Blueberry Scone,"breakfast,dessert,comfort_food","breakfast, comfort_food, dessert",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Blueberry Scone. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: breakfast, snack, dessert. Blueberry Scone. Item tags: breakfast, comfort_food, dessert. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
226,8,Slice of Cake,"snack, dessert",Death by Chocolate or Tiramisu cake,"dessert,comfort_food","comfort_food, dessert",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Slice of Cake. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: snack, dessert. Death by Chocolate or Tiramisu cake. Item tags: comfort_food, dessert. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
227,8,Dessert Bar,"snack, dessert",Cheescake brownie or lemon bar,"dessert,dairy","dairy, dessert",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Dessert Bar. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: snack, dessert. Cheescake brownie or lemon bar. Item tags: dairy, dessert. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
228,8,Cookie,"snack, dessert","Black & White, Chocolate Chip, Oatmeal Raisin, Shortdough Specialty","dessert,snack","dessert, snack",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Cookie. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: snack, dessert. Black & White, Chocolate Chip, Oatmeal Raisin, Shortdough Specialty. Item tags: dessert, snack. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
229,8,Cupcake,"snack, dessert","Chocolate, Cookies & Cream, Strawberry Lemonade, Vanilla","dessert,comfort_food","comfort_food, dessert",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Cupcake. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: snack, dessert. Chocolate, Cookies & Cream, Strawberry Lemonade, Vanilla. Item tags: comfort_food, dessert. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
